SiteName,Site#_JS,Site#_CER,Plot#_JS,Habitat,TagID,Species,Set#,BagLocation,InitialWt_Air,SpConvFactor,InitialDeploy_Date,InitialWt_Oven,InitialNotes,HarvestNo,Harvest_Date,HarvestWt_Oven,HarvestNotes,PropInitMass,Days,Years,SitexHabitatxSp,ID_sihasp,ID
S Peterson Marsh,1,1,1&2,wet,7915,NIG,9,12,3.066,0.943125125,11/27/10,2.892,,5,10/2/12,2.029,had to remove sand,0.701682398,675,1.849315068,1wetNIG,128,18
S Peterson Marsh,1,1,1&2,wet,7916,NIG,9,12,3,0.943125125,11/27/10,2.829,,6,9/20/13,1.843,,0.651380519,1028,2.816438356,1wetNIG,128,18
Cattle Pond,2,2,3&4,wet,7875,NIG,3,12,3.071,0.943125125,11/27/10,2.896,,1,4/29/11,2.528,,0.87282653,153,0.419178082,2wetNIG,129,18
Cattle Pond,2,2,3&4,wet,7880,NIG,3,12,3.002,0.943125125,11/27/10,2.831,,2,5/26/11,2.2246,,0.785727458,180,0.493150685,2wetNIG,129,18
Cattle Pond,2,2,3&4,wet,7879,NIG,3,12,3.059,0.943125125,11/27/10,2.885,,3,8/3/11,2.35,,0.814552481,249,0.682191781,2wetNIG,129,18
Cattle Pond,2,2,3&4,wet,7876,NIG,3,12,3.065,0.943125125,11/27/10,2.891,,4,9/27/11,2.084,,0.720938006,304,0.832876712,2wetNIG,129,18
Cattle Pond,2,2,3&4,wet,7877,NIG,3,12,3.061,0.943125125,11/27/10,2.887,,5,10/2/12,1.619,,0.560808006,675,1.849315068,2wetNIG,129,18
Cattle Pond,2,2,3&4,wet,7878,NIG,3,12,3.023,0.943125125,11/27/10,2.851,,6,9/20/13,1.752,,0.614506725,1028,2.816438356,2wetNIG,129,18
N Peterson Marsh,3,3,5&6,wet,7904,NIG,7,11,3.064,0.943125125,11/27/10,2.89,,1,4/29/11,2.3947,,0.828691795,153,0.419178082,3wetNIG,130,18
N Peterson Marsh,3,3,5&6,wet,7899,NIG,7,11,3.08,0.943125125,11/27/10,2.905,,2,5/26/11,2.3579,,0.811718327,180,0.493150685,3wetNIG,130,18
N Peterson Marsh,3,3,5&6,wet,7903,NIG,7,11,3.096,0.943125125,11/27/10,2.92,,3,8/3/11,1.933,,0.662005485,249,0.682191781,3wetNIG,130,18
N Peterson Marsh,3,3,5&6,wet,7902,NIG,7,11,3.002,0.943125125,11/27/10,2.831,,4,9/27/11,1.992,,0.70357327,304,0.832876712,3wetNIG,130,18
N Peterson Marsh,3,3,5&6,wet,7901,NIG,7,11,3.013,0.943125125,11/27/10,2.842,,5,10/2/12,1.84,,0.647514319,675,1.849315068,3wetNIG,130,18
N Peterson Marsh,3,3,5&6,wet,7900,NIG,7,11,3.016,0.943125125,11/27/10,2.844,,6,9/20/13,1.785,large hole in litterbag,0.627534445,1028,2.816438356,3wetNIG,130,18
N Peterson Marsh,3,4,7&8,wet,7929,NIG,12,5,3.017,0.943125125,11/27/10,2.845,,1,4/29/11,2.3825,,0.837313869,153,0.419178082,4wetNIG,131,18
N Peterson Marsh,3,4,7&8,wet,7934,NIG,12,5,3.013,0.943125125,11/27/10,2.842,,2,5/26/11,2.215,,0.779480553,180,0.493150685,4wetNIG,131,18
N Peterson Marsh,3,4,7&8,wet,7930,NIG,12,5,3.081,0.943125125,11/27/10,2.906,,3,8/3/11,2.056,,0.707558084,249,0.682191781,4wetNIG,131,18
N Peterson Marsh,3,4,7&8,wet,7933,NIG,12,5,3.068,0.943125125,11/27/10,2.894,,4,9/27/11,2.061,,0.712284218,304,0.832876712,4wetNIG,131,18
N Peterson Marsh,3,4,7&8,wet,7931,NIG,12,5,3.026,0.943125125,11/27/10,2.854,,5,10/2/12,1.886,,0.660850846,675,1.849315068,4wetNIG,131,18
N Peterson Marsh,3,4,7&8,wet,7932,NIG,12,5,3.049,0.943125125,11/27/10,2.876,,6,9/20/13,1.715,,0.596399658,1028,2.816438356,4wetNIG,131,18
Lawrence Strip,4,5,9,wet,7815,NIG,2,10,3.079,0.943125125,11/27/10,2.904,,1,4/29/11,2.6134,,0.899967618,153,0.419178082,5wetNIG,132,18
Lawrence Strip,4,5,9,wet,7820,NIG,2,10,3.06,0.943125125,11/27/10,2.886,,2,5/26/11,2.6086,,0.903892429,180,0.493150685,5wetNIG,132,18
Lawrence Strip,4,5,9,wet,7819,NIG,2,10,3.045,0.943125125,11/27/10,2.872,,3,8/1/11,2.238,,0.779297837,247,0.676712329,5wetNIG,132,18
Lawrence Strip,4,5,9,wet,7816,NIG,2,10,3.031,0.943125125,11/27/10,2.859,,4,9/27/11,1.897,,0.663608714,304,0.832876712,5wetNIG,132,18
Lawrence Strip,4,5,9,wet,7818,NIG,2,10,3.038,0.943125125,11/27/10,2.865,,5,10/1/12,1.826,,0.637299663,674,1.846575342,5wetNIG,132,18
Lawrence Strip,4,5,9,wet,7817,NIG,2,10,3.066,0.943125125,11/27/10,2.892,,6,9/20/13,1.787,,0.617992333,1028,2.816438356,5wetNIG,132,18
Lawrence Strip,4,6,12,wet,7947,NIG,15,6,3.05,0.943125125,11/27/10,2.877,extra set,1,4/29/11,2.407,,0.836771609,153,0.419178082,6wetNIG,133,18
Lawrence Strip,4,6,12,wet,7948,NIG,15,6,3.049,0.943125125,11/27/10,2.876,extra set,2,5/26/11,2.2262,,0.774171964,180,0.493150685,6wetNIG,133,18
Lawrence Strip,4,6,12,wet,7949,NIG,15,6,3.039,0.943125125,11/27/10,2.866,extra set,3,8/1/11,2.217,,0.773509547,247,0.676712329,6wetNIG,133,18
Lawrence Strip,4,6,12,wet,7950,NIG,15,6,3.063,0.943125125,11/27/10,2.889,extra set,4,,,missing sample,NA,NA,NA,6wetNIG,133,18
Lawrence Strip,4,6,12,wet,7951,NIG,15,6,3.087,0.943125125,11/27/10,2.911,extra set,5,,,missing sample,NA,NA,NA,6wetNIG,133,18
Lawrence Strip,4,6,12,wet,7952,NIG,15,6,3.063,0.943125125,11/27/10,2.889,extra set,6,,,missing sample,NA,NA,NA,6wetNIG,133,18
Central Pond,5,7,13&14,wet,7946,NIG,14,2,3.071,0.943125125,11/27/10,2.896,,1,4/29/11,2.4151,,0.833846263,153,0.419178082,7wetNIG,134,18
Central Pond,5,7,13&14,wet,7945,NIG,14,2,3.068,0.943125125,11/27/10,2.894,,2,5/26/11,2.4088,,0.83248434,180,0.493150685,7wetNIG,134,18
Central Pond,5,7,13&14,wet,7944,NIG,14,2,3.039,0.943125125,11/27/10,2.866,,3,8/1/11,2.099,,0.732339441,247,0.676712329,7wetNIG,134,18
Central Pond,5,7,13&14,wet,7941,NIG,14,2,3.04,0.943125125,11/27/10,2.867,,4,9/27/11,2.04,,0.711520257,304,0.832876712,7wetNIG,134,18
Central Pond,5,7,13&14,wet,7943,NIG,14,2,3.024,0.943125125,11/27/10,2.852,,5,9/30/12,1.001,,0.35098049,673,1.843835616,7wetNIG,134,18
Central Pond,5,7,13&14,wet,7942,NIG,14,2,3.038,0.943125125,11/27/10,2.865,,6,9/20/13,1.193,"big hole, lost lots of litter",0.416373767,1028,2.816438356,7wetNIG,134,18
Mari Hill,8,10,19&20,dry,1252,PET,5,4,3.025,0.947473937,11/30/10,2.866,,1,4/29/11,2.208,,0.770382516,150,0.410958904,10dryPET,135,19
Mari Hill,8,10,19&20,dry,1247,PET,5,4,3.087,0.947473937,11/30/10,2.925,,2,5/26/11,2.1936,,0.749986654,177,0.484931507,10dryPET,135,19
Mari Hill,8,10,19&20,dry,1248,PET,5,4,3.001,0.947473937,11/30/10,2.843,,3,8/1/11,1.852,,0.651339947,244,0.668493151,10dryPET,135,19
Mari Hill,8,10,19&20,dry,1251,PET,5,4,3.083,0.947473937,11/30/10,2.921,,4,9/27/11,1.534,,0.525151442,301,0.824657534,10dryPET,135,19
Mari Hill,8,10,19&20,dry,1249,PET,5,4,3.038,0.947473937,11/30/10,2.878,,5,9/30/12,1.408,,0.489156257,670,1.835616438,10dryPET,135,19
Mari Hill,8,10,19&20,dry,1250,PET,5,4,3.066,0.947473937,11/30/10,2.905,,6,9/20/13,1.398,,0.481246682,1025,2.808219178,10dryPET,135,19
S Peterson Marsh,1,1,1&2,dry,1282,PET,10,12,3.019,0.947473937,11/27/10,2.86,,1,4/29/11,2.1325,,0.745518894,153,0.419178082,1dryPET,136,19
S Peterson Marsh,1,1,1&2,dry,1277,PET,10,12,3.012,0.947473937,11/27/10,2.854,,2,5/26/11,2.0561,,0.720480105,180,0.493150685,1dryPET,136,19
S Peterson Marsh,1,1,1&2,dry,1281,PET,10,12,3.033,0.947473937,11/27/10,2.874,,3,8/3/11,1.85,,0.643771944,249,0.682191781,1dryPET,136,19
S Peterson Marsh,1,1,1&2,dry,1278,PET,10,12,3.046,0.947473937,11/27/10,2.886,,4,9/27/11,1.791,,0.620580914,304,0.832876712,1dryPET,136,19
S Peterson Marsh,1,1,1&2,dry,1280,PET,10,12,3.095,0.947473937,11/27/10,2.932,,5,10/2/12,1.481,,0.505041577,675,1.849315068,1dryPET,136,19
S Peterson Marsh,1,1,1&2,dry,1279,PET,10,12,3.005,0.947473937,11/27/10,2.847,,6,9/20/13,1.547,"sand present, tried to remove",0.543348616,1028,2.816438356,1dryPET,136,19
Cattle Pond,2,2,3&4,dry,1246,PET,4,12,3.023,0.947473937,11/27/10,2.864,,1,4/29/11,2.1766,,0.759929327,153,0.419178082,2dryPET,137,19
Cattle Pond,2,2,3&4,dry,1241,PET,4,12,3.053,0.947473937,11/27/10,2.893,,2,5/26/11,1.8486,,0.639070649,180,0.493150685,2dryPET,137,19
Cattle Pond,2,2,3&4,dry,1242,PET,4,12,3.061,0.947473937,11/27/10,2.9,,3,8/3/11,1.747,,0.602368569,249,0.682191781,2dryPET,137,19
Cattle Pond,2,2,3&4,dry,1245,PET,4,12,3.014,0.947473937,11/27/10,2.856,,4,9/27/11,1.775,,0.62156684,304,0.832876712,2dryPET,137,19
Cattle Pond,2,2,3&4,dry,1244,PET,4,12,3.035,0.947473937,11/27/10,2.876,,5,10/2/12,1.524,,0.529979412,675,1.849315068,2dryPET,137,19
Cattle Pond,2,2,3&4,dry,1243,PET,4,12,3.037,0.947473937,11/27/10,2.877,,6,9/20/13,1.506,,0.52337492,1028,2.816438356,2dryPET,137,19
N Peterson Marsh,3,3,5&6,dry,1265,PET,8,7,3.035,0.947473937,11/27/10,2.876,,1,4/29/11,2.1775,,0.757237644,153,0.419178082,3dryPET,138,19
N Peterson Marsh,3,3,5&6,dry,1270,PET,8,7,3.053,0.947473937,11/27/10,2.893,,2,5/26/11,2.1146,,0.731028235,180,0.493150685,3dryPET,138,19
N Peterson Marsh,3,3,5&6,dry,1266,PET,8,7,3.022,0.947473937,11/27/10,2.863,,3,8/3/11,1.876,,0.655195795,249,0.682191781,3dryPET,138,19
N Peterson Marsh,3,3,5&6,dry,1267,PET,8,7,3.02,0.947473937,11/27/10,2.861,,4,9/27/11,1.7,,0.59412073,304,0.832876712,3dryPET,138,19
N Peterson Marsh,3,3,5&6,dry,1269,PET,8,7,3.01,0.947473937,11/27/10,2.852,,5,10/2/12,1.429,,0.501070068,675,1.849315068,3dryPET,138,19
N Peterson Marsh,3,3,5&6,dry,1268,PET,8,7,3.021,0.947473937,11/27/10,2.862,,6,9/20/13,1.294,,0.452081025,1028,2.816438356,3dryPET,138,19
N Peterson Marsh,3,4,7&8,dry,1283,PET,11,2,3.042,0.947473937,11/27/10,2.882,,1,4/29/11,2.1552,,0.747758048,153,0.419178082,4dryPET,139,19
N Peterson Marsh,3,4,7&8,dry,1288,PET,11,2,3.021,0.947473937,11/27/10,2.862,,2,5/26/11,2.0672,,0.722211665,180,0.493150685,4dryPET,139,19
N Peterson Marsh,3,4,7&8,dry,1284,PET,11,2,3.057,0.947473937,11/27/10,2.896,,3,8/3/11,1.913,,0.660468727,249,0.682191781,4dryPET,139,19
N Peterson Marsh,3,4,7&8,dry,1287,PET,11,2,3.046,0.947473937,11/27/10,2.886,,4,9/27/11,1.795,,0.621966912,304,0.832876712,4dryPET,139,19
N Peterson Marsh,3,4,7&8,dry,1285,PET,11,2,3.044,0.947473937,11/27/10,2.884,,5,10/2/12,1.601,marked as 1283,0.555110461,675,1.849315068,4dryPET,139,19
N Peterson Marsh,3,4,7&8,dry,1286,PET,11,2,3.007,0.947473937,11/27/10,2.849,,6,9/20/13,1.415,,0.49665606,1028,2.816438356,4dryPET,139,19
Lawrence Strip,4,5,9,dry,1228,PET,1,11,3.09,0.947473937,11/27/10,2.928,,1,4/29/11,2.1534,,0.735527571,153,0.419178082,5dryPET,140,19
Lawrence Strip,4,5,9,dry,1223,PET,1,11,3.003,0.947473937,11/27/10,2.845,,2,5/26/11,2.0562,,0.722674532,180,0.493150685,5dryPET,140,19
Lawrence Strip,4,5,9,dry,1224,PET,1,11,3.065,0.947473937,11/27/10,2.904,,3,8/1/11,1.835,,0.631885395,247,0.676712329,5dryPET,140,19
Lawrence Strip,4,5,9,dry,1227,PET,1,11,3.033,0.947473937,11/27/10,2.874,,4,9/27/11,1.831,,0.637160232,304,0.832876712,5dryPET,140,19
Lawrence Strip,4,5,9,dry,1225,PET,1,11,3.094,0.947473937,11/27/10,2.931,,5,10/1/12,1.514,,0.516461906,674,1.846575342,5dryPET,140,19
Lawrence Strip,4,5,9,dry,1226,PET,1,11,3.019,0.947473937,11/27/10,2.86,,6,9/20/13,1.372,,0.479649202,1028,2.816438356,5dryPET,140,19
Lawrence Strip,4,6,11,dry,1313,PET,16,5,3.041,0.947473937,11/27/10,2.881,,1,4/29/11,2.173,,0.754181776,153,0.419178082,6dryPET,141,19
Lawrence Strip,4,6,11,dry,1318,PET,16,5,3.002,0.947473937,11/27/10,2.844,,2,5/26/11,2.0827,,0.732232088,180,0.493150685,6dryPET,141,19
Lawrence Strip,4,6,11,dry,1317,PET,16,5,3.012,0.947473937,11/27/10,2.854,,3,8/1/11,1.908,,0.668584233,247,0.676712329,6dryPET,141,19
Lawrence Strip,4,6,11,dry,1316,PET,16,5,3.055,0.947473937,11/27/10,2.895,,4,9/27/11,1.747,,0.603551617,304,0.832876712,6dryPET,141,19
Lawrence Strip,4,6,11,dry,1314,PET,16,5,3.042,0.947473937,11/27/10,2.882,,5,10/2/12,0.992,,0.344179651,675,1.849315068,6dryPET,141,19
Lawrence Strip,4,6,11,dry,1315,PET,16,5,3.031,0.947473937,11/27/10,2.872,,6,9/20/13,1.476,,0.51396453,1028,2.816438356,6dryPET,141,19
Central Pond,5,7,13&14,dry,1300,PET,13,6,3.081,0.947473937,11/27/10,2.919,,1,4/29/11,2.0748,,0.710750655,153,0.419178082,7dryPET,142,19
Central Pond,5,7,13&14,dry,1295,PET,13,6,3.034,0.947473937,11/27/10,2.875,,2,5/26/11,2.1074,,0.733101531,180,0.493150685,7dryPET,142,19
Central Pond,5,7,13&14,dry,1299,PET,13,6,3.08,0.947473937,11/27/10,2.918,,3,8/1/11,1.991,little sandy,0.68226528,247,0.676712329,7dryPET,142,19
Central Pond,5,7,13&14,dry,1298,PET,13,6,3.026,0.947473937,11/27/10,2.867,,4,9/27/11,1.585,,0.552831868,304,0.832876712,7dryPET,142,19
Central Pond,5,7,13&14,dry,1297,PET,13,6,3.065,0.947473937,11/27/10,2.904,,5,9/30/12,1.432,"unid: ""unid1"" (spB1?)",0.493111654,673,1.843835616,7dryPET,142,19
Central Pond,5,7,13&14,dry,1296,PET,13,6,3.006,0.947473937,11/27/10,2.848,,6,9/20/13,1.963,"sand present, tried to remove",0.689229807,1028,2.816438356,7dryPET,142,19
Fish Lake,6,8,15&16,dry,1337,PET,20,3,3.004,0.947473937,11/27/10,2.846,,1,4/29/11,1.9692,,0.691867016,153,0.419178082,8dryPET,143,19
Fish Lake,6,8,15&16,dry,1342,PET,20,3,3.036,0.947473937,11/27/10,2.877,,2,5/26/11,1.9532,,0.679012354,180,0.493150685,8dryPET,143,19
Fish Lake,6,8,15&16,dry,1338,PET,20,3,3.041,0.947473937,11/27/10,2.881,,3,8/3/11,1.682,,0.583770707,249,0.682191781,8dryPET,143,19
Fish Lake,6,8,15&16,dry,1341,PET,20,3,3.053,0.947473937,11/27/10,2.893,,4,9/27/11,1.755,,0.606712641,304,0.832876712,8dryPET,143,19
Fish Lake,6,8,15&16,dry,1340,PET,20,3,3.039,0.947473937,11/27/10,2.879,,5,9/30/12,1.62,,0.56262243,673,1.843835616,8dryPET,143,19
Fish Lake,6,8,15&16,dry,1339,PET,20,3,3.048,0.947473937,11/27/10,2.888,,6,9/20/13,1.468,,0.508327752,1028,2.816438356,8dryPET,143,19
N Durant,7,9,17&18,dry,1330,PET,18,4,3.056,0.947473937,11/30/10,2.895,,1,4/29/11,2.1705,,0.749616553,150,0.410958904,9dryPET,144,19
N Durant,7,9,17&18,dry,1325,PET,18,4,3.034,0.947473937,11/30/10,2.875,,2,5/26/11,2.1982,,0.76468814,177,0.484931507,9dryPET,144,19
N Durant,7,9,17&18,dry,1329,PET,18,4,3.036,0.947473937,11/30/10,2.877,,3,8/1/11,2.135,,0.742213483,244,0.668493151,9dryPET,144,19
N Durant,7,9,17&18,dry,1328,PET,18,4,3.024,0.947473937,11/30/10,2.865,,4,9/27/11,1.966,,0.68617431,301,0.824657534,9dryPET,144,19
N Durant,7,9,17&18,dry,1327,PET,18,4,3.055,0.947473937,11/30/10,2.895,,5,10/1/12,1.614,,0.557602925,671,1.838356164,9dryPET,144,19
N Durant,7,9,17&18,dry,1326,PET,18,4,3.047,0.947473937,11/30/10,2.887,,6,9/20/13,1.658,"sand present, tried to remove",0.574307912,1025,2.808219178,9dryPET,144,19
Mari Hill,8,10,19&20,wet,1258,PET,6,1,3.074,0.947473937,11/30/10,2.913,,1,4/29/11,2.3025,,0.790548471,150,0.410958904,10wetPET,145,20
Mari Hill,8,10,19&20,wet,1253,PET,6,1,3.019,0.947473937,11/30/10,2.86,,2,5/26/11,2.0241,,0.707622412,177,0.484931507,10wetPET,145,20
Mari Hill,8,10,19&20,wet,1254,PET,6,1,3.022,0.947473937,11/30/10,2.863,,3,8/1/11,1.783,,0.622715407,244,0.668493151,10wetPET,145,20
Mari Hill,8,10,19&20,wet,1257,PET,6,1,3.014,0.947473937,11/30/10,2.856,,4,9/27/11,1.556,,0.544877748,301,0.824657534,10wetPET,145,20
Mari Hill,8,10,19&20,wet,1255,PET,6,1,3.03,0.947473937,11/30/10,2.871,,5,9/30/12,1.289,,0.448996563,670,1.835616438,10wetPET,145,20
Mari Hill,8,10,19&20,wet,1256,PET,6,1,3.066,0.947473937,11/30/10,2.905,,6,9/20/13,1.056,,0.363516807,1025,2.808219178,10wetPET,145,20
S Peterson Marsh,1,1,1&2,wet,1271,PET,9,3,3.043,0.947473937,11/27/10,2.883,,1,4/29/11,2.061,,0.71483987,153,0.419178082,1wetPET,146,20
S Peterson Marsh,1,1,1&2,wet,1272,PET,9,3,3.041,0.947473937,11/27/10,2.881,,2,5/26/11,1.8948,,0.657627072,180,0.493150685,1wetPET,146,20
S Peterson Marsh,1,1,1&2,wet,1273,PET,9,3,3.058,0.947473937,11/27/10,2.897,,3,8/3/11,1.672,,0.577074016,249,0.682191781,1wetPET,146,20
S Peterson Marsh,1,1,1&2,wet,1274,PET,9,3,3.052,0.947473937,11/27/10,2.892,,4,9/27/11,1.472,,0.509044803,304,0.832876712,1wetPET,146,20
S Peterson Marsh,1,1,1&2,wet,1275,PET,9,3,3,0.947473937,11/27/10,2.842,,5,10/2/12,1.078,,0.379254056,675,1.849315068,1wetPET,146,20
S Peterson Marsh,1,1,1&2,wet,1276,PET,9,3,3.024,0.947473937,11/27/10,2.865,,6,9/20/13,1.027,lots of roots,0.358444057,1028,2.816438356,1wetPET,146,20
Cattle Pond,2,2,3&4,wet,1240,PET,3,1,3.061,0.947473937,11/27/10,2.9,,1,4/29/11,2.3277,,0.802594916,153,0.419178082,2wetPET,147,20
Cattle Pond,2,2,3&4,wet,1235,PET,3,1,3.006,0.947473937,11/27/10,2.848,,2,5/26/11,2.0023,,0.703028447,180,0.493150685,2wetPET,147,20
Cattle Pond,2,2,3&4,wet,1236,PET,3,1,3.041,0.947473937,11/27/10,2.881,,3,8/3/11,1.577,,0.547328422,249,0.682191781,2wetPET,147,20
Cattle Pond,2,2,3&4,wet,1239,PET,3,1,3.02,0.947473937,11/27/10,2.861,,4,9/27/11,1.03,,0.359967266,304,0.832876712,2wetPET,147,20
Cattle Pond,2,2,3&4,wet,1238,PET,3,1,3.013,0.947473937,11/27/10,2.855,,5,10/2/12,1.135,,0.397584511,675,1.849315068,2wetPET,147,20
Cattle Pond,2,2,3&4,wet,1237,PET,3,1,3.096,0.947473937,11/27/10,2.933,,6,9/20/13,0.956,,0.325903983,1028,2.816438356,2wetPET,147,20
N Peterson Marsh,3,3,5&6,wet,1264,PET,7,9,3.035,0.947473937,11/27/10,2.876,,1,4/29/11,2.0919,,0.727469772,153,0.419178082,3wetPET,148,20
N Peterson Marsh,3,3,5&6,wet,1259,PET,7,9,3.024,0.947473937,11/27/10,2.865,,2,5/26/11,2.0704,,0.72261205,180,0.493150685,3wetPET,148,20
N Peterson Marsh,3,3,5&6,wet,1262,PET,7,9,3.054,0.947473937,11/27/10,2.894,,3,8/3/11,1.475,,0.509748217,249,0.682191781,3wetPET,148,20
N Peterson Marsh,3,3,5&6,wet,1263,PET,7,9,3.041,0.947473937,11/27/10,2.881,,4,9/27/11,1.417,,0.49179732,304,0.832876712,3wetPET,148,20
N Peterson Marsh,3,3,5&6,wet,1261,PET,7,9,3.023,0.947473937,11/27/10,2.864,,5,10/2/12,1.052,,0.367291028,675,1.849315068,3wetPET,148,20
N Peterson Marsh,3,3,5&6,wet,1260,PET,7,9,3.016,0.947473937,11/27/10,2.858,,6,9/20/13,1.041,lots of roots,0.364294085,1028,2.816438356,3wetPET,148,20
N Peterson Marsh,3,4,7&8,wet,1289,PET,12,6,3.002,0.947473937,11/27/10,2.844,,1,4/29/11,2.1892,,0.769675175,153,0.419178082,4wetPET,149,20
N Peterson Marsh,3,4,7&8,wet,1294,PET,12,6,3.069,0.947473937,11/27/10,2.908,,2,5/26/11,2.1581,,0.74217685,180,0.493150685,4wetPET,149,20
N Peterson Marsh,3,4,7&8,wet,1290,PET,12,6,3.051,0.947473937,11/27/10,2.891,,3,8/3/11,1.537,,0.531697217,249,0.682191781,4wetPET,149,20
N Peterson Marsh,3,4,7&8,wet,1293,PET,12,6,3.009,0.947473937,11/27/10,2.851,,4,9/27/11,1.472,,0.516319289,304,0.832876712,4wetPET,149,20
N Peterson Marsh,3,4,7&8,wet,1291,PET,12,6,3.027,0.947473937,11/27/10,2.868,,5,10/2/12,1.295,,0.451533602,675,1.849315068,4wetPET,149,20
N Peterson Marsh,3,4,7&8,wet,1292,PET,12,6,3.044,0.947473937,11/27/10,2.884,,6,9/20/13,1.219,,0.422660619,1028,2.816438356,4wetPET,149,20
Lawrence Strip,4,5,9,wet,1229,PET,2,2,3.01,0.947473937,11/27/10,2.852,,1,4/29/11,2.1055,,0.738280636,153,0.419178082,5wetPET,150,20
Lawrence Strip,4,5,9,wet,1234,PET,2,2,3.023,0.947473937,11/27/10,2.864,,2,5/26/11,2.0592,,0.718940766,180,0.493150685,5wetPET,150,20
Lawrence Strip,4,5,9,wet,1233,PET,2,2,3.077,0.947473937,11/27/10,2.915,,3,8/1/11,1.71,,0.586545006,247,0.676712329,5wetPET,150,20
Lawrence Strip,4,5,9,wet,1230,PET,2,2,3.042,0.947473937,11/27/10,2.882,,4,9/27/11,1.58,,0.548189364,304,0.832876712,5wetPET,150,20
Lawrence Strip,4,5,9,wet,1232,PET,2,2,3.056,0.947473937,11/27/10,2.895,,5,10/1/12,0.982,,0.339149253,674,1.846575342,5wetPET,150,20
Lawrence Strip,4,5,9,wet,1231,PET,2,2,3.028,0.947473937,11/27/10,2.869,,6,9/20/13,1.228,,0.428031,1028,2.816438356,5wetPET,150,20
Lawrence Strip,4,6,12,wet,1307,PET,15,4,3.014,0.947473937,11/27/10,2.856,,1,4/29/11,2.0426,,0.715274606,153,0.419178082,6wetPET,151,20
Lawrence Strip,4,6,12,wet,1308,PET,15,4,3.088,0.947473937,11/27/10,2.926,,2,5/26/11,1.9462,,0.6651857,180,0.493150685,6wetPET,151,20
Lawrence Strip,4,6,12,wet,1309,PET,15,4,3.049,0.947473937,11/27/10,2.889,,3,8/1/11,1.745,,0.604047004,247,0.676712329,6wetPET,151,20
Lawrence Strip,4,6,12,wet,1310,PET,15,4,3.093,0.947473937,11/27/10,2.931,,4,9/27/11,1.543,,0.526524681,304,0.832876712,6wetPET,151,20
Lawrence Strip,4,6,12,wet,1312,PET,15,4,3.025,0.947473937,11/27/10,2.866,,5,10/2/12,1.349,,0.470673013,675,1.849315068,6wetPET,151,20
Lawrence Strip,4,6,12,wet,1311,PET,15,4,3.021,0.947473937,11/27/10,2.862,,6,,,missing sample,NA,NA,NA,6wetPET,151,20
Central Pond,5,7,13&14,wet,1301,PET,14,4,3.032,0.947473937,11/27/10,2.873,,1,4/29/11,2.1137,,0.735778135,153,0.419178082,7wetPET,152,20
Central Pond,5,7,13&14,wet,1302,PET,14,4,3.046,0.947473937,11/27/10,2.886,,2,5/26/11,2.1008,,0.727926512,180,0.493150685,7wetPET,152,20
Central Pond,5,7,13&14,wet,1303,PET,14,4,3.04,0.947473937,11/27/10,2.88,,3,8/1/11,1.661,,0.576671882,247,0.676712329,7wetPET,152,20
Central Pond,5,7,13&14,wet,1306,PET,14,4,3.009,0.947473937,11/27/10,2.851,,4,9/27/11,1.395,,0.489310739,304,0.832876712,7wetPET,152,20
Central Pond,5,7,13&14,wet,1305,PET,14,4,3.047,0.947473937,11/27/10,2.887,,5,9/30/12,1.204,,0.417048689,673,1.843835616,7wetPET,152,20
Central Pond,5,7,13&14,wet,1304,PET,14,4,3.081,0.947473937,11/27/10,2.919,,6,9/20/13,0.47,,0.161004823,1028,2.816438356,7wetPET,152,20
Fish Lake,6,8,15&16,wet,1336,PET,19,4,3.026,0.947473937,11/27/10,2.867,,1,4/29/11,2.0353,,0.709891926,153,0.419178082,8wetPET,153,20
Fish Lake,6,8,15&16,wet,1335,PET,19,4,3.032,0.947473937,11/27/10,2.873,,2,5/26/11,1.867,,0.649901963,180,0.493150685,8wetPET,153,20
Fish Lake,6,8,15&16,wet,1331,PET,19,4,3.023,0.947473937,11/27/10,2.864,,3,8/3/11,1.428,,0.498566149,249,0.682191781,8wetPET,153,20
Fish Lake,6,8,15&16,wet,1334,PET,19,4,3.01,0.947473937,11/27/10,2.852,,4,9/27/11,1.555,,0.545251194,304,0.832876712,8wetPET,153,20
Fish Lake,6,8,15&16,wet,1333,PET,19,4,3.004,0.947473937,11/27/10,2.846,,5,9/30/12,1.399,,0.491530548,673,1.843835616,8wetPET,153,20
Fish Lake,6,8,15&16,wet,1332,PET,19,4,3.014,0.947473937,11/27/10,2.856,,6,9/20/13,1.339,,0.468889013,1028,2.816438356,8wetPET,153,20
N Durant,7,9,17&18,wet,1324,PET,17,5,3.064,0.947473937,11/30/10,2.903,,1,4/29/11,2.0288,,0.698848766,150,0.410958904,9wetPET,154,20
N Durant,7,9,17&18,wet,1323,PET,17,5,3.004,0.947473937,11/30/10,2.846,,2,5/26/11,1.9261,,0.67672408,177,0.484931507,9wetPET,154,20
N Durant,7,9,17&18,wet,1319,PET,17,5,3.071,0.947473937,11/30/10,2.91,,3,8/1/11,1.572,,0.540263282,244,0.668493151,9wetPET,154,20
N Durant,7,9,17&18,wet,1322,PET,17,5,3.024,0.947473937,11/30/10,2.865,,4,9/27/11,1.503,,0.524577817,301,0.824657534,9wetPET,154,20
